001,2017-06-01 00:01:01,23
002,2017-06-01 00:01:01,1
003,2017-06-01 00:01:01,17
004,2017-06-01 00:01:01,6
005,2017-06-01 00:01:01,15
006,2017-06-01 00:01:01,5
007,2017-06-01 00:01:01,3
008,2017-06-01 00:01:01,0
009,2017-06-01 00:01:01,0
010,2017-06-01 00:01:01,1
011,2017-06-01 00:01:01,0
012,2017-06-01 00:01:01,2
013,2017-06-01 00:01:01,11
014,2017-06-01 00:01:01,0
015,2017-06-01 00:01:01,11
016,2017-06-01 00:01:01,26
017,2017-06-01 00:01:01,3
018,2017-06-01 00:01:01,0
019,2017-06-01 00:01:01,0
020,2017-06-01 00:01:01,5
021,2017-06-01 00:01:01,1
022,2017-06-01 00:01:01,0
023,2017-06-01 00:01:01,0
024,2017-06-01 00:01:01,0
025,2017-06-01 00:01:01,2
026,2017-06-01 00:01:01,1
027,2017-06-01 00:01:01,0
028,2017-06-01 00:01:01,5
029,2017-06-01 00:01:01,1
030,2017-06-01 00:01:01,9
031,2017-06-01 00:01:01,8
032,2017-06-01 00:01:01,0
033,2017-06-01 00:01:01,3
034,2017-06-01 00:01:01,0
036,2017-06-01 00:01:01,8
037,2017-06-01 00:01:01,13
038,2017-06-01 00:01:01,6
039,2017-06-01 00:01:01,3
040,2017-06-01 00:01:01,12
041,2017-06-01 00:01:01,10
042,2017-06-01 00:01:01,13
043,2017-06-01 00:01:01,0
044,2017-06-01 00:01:01,8
045,2017-06-01 00:01:01,4
046,2017-06-01 00:01:01,4
047,2017-06-01 00:01:01,1
048,2017-06-01 00:01:01,6
050,2017-06-01 00:01:01,15
051,2017-06-01 00:01:01,15
052,2017-06-01 00:01:01,8
053,2017-06-01 00:01:01,11
054,2017-06-01 00:01:01,17
055,2017-06-01 00:01:01,20
056,2017-06-01 00:01:01,17
057,2017-06-01 00:01:01,23
058,2017-06-01 00:01:01,18
060,2017-06-01 00:01:01,1
061,2017-06-01 00:01:01,22
062,2017-06-01 00:01:01,13
063,2017-06-01 00:01:01,18
064,2017-06-01 00:01:01,25
065,2017-06-01 00:01:01,9
066,2017-06-01 00:01:01,0
068,2017-06-01 00:01:01,18
069,2017-06-01 00:01:01,5
070,2017-06-01 00:01:01,7
072,2017-06-01 00:01:01,12
073,2017-06-01 00:01:01,15
074,2017-06-01 00:01:01,9
075,2017-06-01 00:01:01,9
076,2017-06-01 00:01:01,8
078,2017-06-01 00:01:01,14
079,2017-06-01 00:01:01,4
080,2017-06-01 00:01:01,7
081,2017-06-01 00:01:01,1
082,2017-06-01 00:01:01,4
083,2017-06-01 00:01:01,1
085,2017-06-01 00:01:01,19
086,2017-06-01 00:01:01,30
088,2017-06-01 00:01:01,13
089,2017-06-01 00:01:01,19
090,2017-06-01 00:01:01,6
091,2017-06-01 00:01:01,5
092,2017-06-01 00:01:01,8
093,2017-06-01 00:01:01,18
094,2017-06-01 00:01:01,28
095,2017-06-01 00:01:01,15
096,2017-06-01 00:01:01,14
097,2017-06-01 00:01:01,5
098,2017-06-01 00:01:01,7
099,2017-06-01 00:01:01,19
100,2017-06-01 00:01:01,10
101,2017-06-01 00:01:01,14
102,2017-06-01 00:01:01,4
103,2017-06-01 00:01:01,16
104,2017-06-01 00:01:01,2
105,2017-06-01 00:01:01,20
106,2017-06-01 00:01:01,8
107,2017-06-01 00:01:01,10
108,2017-06-01 00:01:01,9
110,2017-06-01 00:01:01,10
111,2017-06-01 00:01:01,7
112,2017-06-01 00:01:01,0
113,2017-06-01 00:01:01,2
114,2017-06-01 00:01:01,2
115,2017-06-01 00:01:01,15
116,2017-06-01 00:01:01,17
117,2017-06-01 00:01:01,10
118,2017-06-01 00:01:01,11
119,2017-06-01 00:01:01,1
120,2017-06-01 00:01:01,9
122,2017-06-01 00:01:01,15
123,2017-06-01 00:01:01,20
125,2017-06-01 00:01:01,25
126,2017-06-01 00:01:01,0
127,2017-06-01 00:01:01,3
128,2017-06-01 00:01:01,9
129,2017-06-01 00:01:01,19
130,2017-06-01 00:01:01,0
131,2017-06-01 00:01:01,2
133,2017-06-01 00:01:01,17
134,2017-06-01 00:01:01,20
135,2017-06-01 00:01:01,1
136,2017-06-01 00:01:01,2
137,2017-06-01 00:01:01,8
138,2017-06-01 00:01:01,20
139,2017-06-01 00:01:01,17
140,2017-06-01 00:01:01,20
141,2017-06-01 00:01:01,11
142,2017-06-01 00:01:01,6
144,2017-06-01 00:01:01,18
145,2017-06-01 00:01:01,9
146,2017-06-01 00:01:01,16
147,2017-06-01 00:01:01,14
148,2017-06-01 00:01:01,17
149,2017-06-01 00:01:01,22
150,2017-06-01 00:01:01,0
151,2017-06-01 00:01:01,8
152,2017-06-01 00:01:01,10
153,2017-06-01 00:01:01,17
154,2017-06-01 00:01:01,8
155,2017-06-01 00:01:01,22
156,2017-06-01 00:01:01,8
157,2017-06-01 00:01:01,9
158,2017-06-01 00:01:01,7
159,2017-06-01 00:01:01,17
160,2017-06-01 00:01:01,9
001,2017-06-01 00:02:01,23
002,2017-06-01 00:02:01,1
003,2017-06-01 00:02:01,17
004,2017-06-01 00:02:01,6
005,2017-06-01 00:02:01,15
006,2017-06-01 00:02:01,5
007,2017-06-01 00:02:01,3
008,2017-06-01 00:02:01,0
009,2017-06-01 00:02:01,0
010,2017-06-01 00:02:01,1
011,2017-06-01 00:02:01,0
012,2017-06-01 00:02:01,2
013,2017-06-01 00:02:01,11
014,2017-06-01 00:02:01,0
015,2017-06-01 00:02:01,11
016,2017-06-01 00:02:01,26
017,2017-06-01 00:02:01,3
018,2017-06-01 00:02:01,0
019,2017-06-01 00:02:01,1
020,2017-06-01 00:02:01,5
021,2017-06-01 00:02:01,1
022,2017-06-01 00:02:01,0
023,2017-06-01 00:02:01,0
024,2017-06-01 00:02:01,0
025,2017-06-01 00:02:01,2
026,2017-06-01 00:02:01,1
027,2017-06-01 00:02:01,0
028,2017-06-01 00:02:01,5
029,2017-06-01 00:02:01,1
030,2017-06-01 00:02:01,9
031,2017-06-01 00:02:01,8
032,2017-06-01 00:02:01,0
033,2017-06-01 00:02:01,3
034,2017-06-01 00:02:01,0
036,2017-06-01 00:02:01,8
037,2017-06-01 00:02:01,13
038,2017-06-01 00:02:01,6
039,2017-06-01 00:02:01,3
040,2017-06-01 00:02:01,12
041,2017-06-01 00:02:01,10
042,2017-06-01 00:02:01,13
043,2017-06-01 00:02:01,0
044,2017-06-01 00:02:01,8
045,2017-06-01 00:02:01,4
046,2017-06-01 00:02:01,4
047,2017-06-01 00:02:01,1
048,2017-06-01 00:02:01,6
050,2017-06-01 00:02:01,15
051,2017-06-01 00:02:01,15
052,2017-06-01 00:02:01,8
053,2017-06-01 00:02:01,11
054,2017-06-01 00:02:01,17
055,2017-06-01 00:02:01,20
056,2017-06-01 00:02:01,17
057,2017-06-01 00:02:01,23
058,2017-06-01 00:02:01,18
060,2017-06-01 00:02:01,1
061,2017-06-01 00:02:01,22
062,2017-06-01 00:02:01,13
063,2017-06-01 00:02:01,18
064,2017-06-01 00:02:01,25
065,2017-06-01 00:02:01,9
066,2017-06-01 00:02:01,0
068,2017-06-01 00:02:01,18
069,2017-06-01 00:02:01,5
070,2017-06-01 00:02:01,7
072,2017-06-01 00:02:01,12
073,2017-06-01 00:02:01,15
074,2017-06-01 00:02:01,9
075,2017-06-01 00:02:01,9
076,2017-06-01 00:02:01,8
078,2017-06-01 00:02:01,14
079,2017-06-01 00:02:01,4
080,2017-06-01 00:02:01,7
081,2017-06-01 00:02:01,1
082,2017-06-01 00:02:01,4
083,2017-06-01 00:02:01,1
085,2017-06-01 00:02:01,19
086,2017-06-01 00:02:01,30
088,2017-06-01 00:02:01,13
089,2017-06-01 00:02:01,19
090,2017-06-01 00:02:01,6
091,2017-06-01 00:02:01,5
092,2017-06-01 00:02:01,8
093,2017-06-01 00:02:01,17
094,2017-06-01 00:02:01,28
095,2017-06-01 00:02:01,15
096,2017-06-01 00:02:01,14
097,2017-06-01 00:02:01,5
098,2017-06-01 00:02:01,7
